#SUBMITTED ID	GENE_SNAPSHOT	LOCATION_ARM	LOCATION_MAX	LOCATION_MIN	LOCATION_STRAND	NAME	SYMBOL
CG3752	Aldehyde dehydrogenase (Aldh) encodes an NAD[+] dependent mitochondrial aldehyde dehydrogenase. Its functions include detoxifying endogenous aldehydes generated by lipid peroxidation, and detoxifying acetaldehyde derived from dietary ethanol. [Date last reviewed: 2019-03-07]	2L	9391567	9387389	1	Aldehyde dehydrogenase	Aldh
CG3752	Aldehyde dehydrogenase (Aldh) encodes an NAD[+] dependent mitochondrial aldehyde dehydrogenase. Its functions include detoxifying endogenous aldehydes generated by lipid peroxidation, and detoxifying acetaldehyde derived from dietary ethanol. [Date last reviewed: 2019-03-07]	2L	9391567	9387389	1	Aldehyde dehydrogenase	Aldh
CG4602	Srp54 (Srp54) encodes a protein that regulates mRNA alternative splicing, the processing of the mRNA 3'-end and the selection of the transcriptional start site. [Date last reviewed: 2019-09-19]	2L	9915044	9912911	1	Splicing regulatory protein 54	Srp54
CG4602	Srp54 (Srp54) encodes a protein that regulates mRNA alternative splicing, the processing of the mRNA 3'-end and the selection of the transcriptional start site. [Date last reviewed: 2019-09-19]	2L	9915044	9912911	1	Splicing regulatory protein 54	Srp54
CG18619	REPTOR-binding partner (REPTOR-BP) encodes a transcription factor constitutively localized in the nucleus. Together with its binding partner encoded by REPTOR, it mediates much of the transcriptional response observed upon Tor complex 1 inhibition. [Date last reviewed: 2019-03-14]	2L	10265229	10264125	1	REPTOR-binding partner	REPTOR-BP
CG18619	REPTOR-binding partner (REPTOR-BP) encodes a transcription factor constitutively localized in the nucleus. Together with its binding partner encoded by REPTOR, it mediates much of the transcriptional response observed upon Tor complex 1 inhibition. [Date last reviewed: 2019-03-14]	2L	10265229	10264125	1	REPTOR-binding partner	REPTOR-BP
CG5924	mitochondrial DNA helicase (mtDNA-helicase) encodes the replicative mitochondrial DNA helicase, which is responsible for NTPase-dependent double-stranded DNA unwinding during mitochondrial DNA replication. It has roles in mitochondrial genome maintenance, and mitochondrial function. [Date last reviewed: 2018-11-15]	2L	9893446	9891255	-1	mitochondrial DNA helicase	mtDNA-helicase
CG5924	mitochondrial DNA helicase (mtDNA-helicase) encodes the replicative mitochondrial DNA helicase, which is responsible for NTPase-dependent double-stranded DNA unwinding during mitochondrial DNA replication. It has roles in mitochondrial genome maintenance, and mitochondrial function. [Date last reviewed: 2018-11-15]	2L	9893446	9891255	-1	mitochondrial DNA helicase	mtDNA-helicase
CG6405	-	2L	12426440	12424904	1	-	Fam92
CG6405	-	2L	12426440	12424904	1	-	Fam92
CG4220	-	2L	14409549	14390628	-1	elbow B	elB
CG4220	-	2L	14409549	14390628	-1	elbow B	elB
CG16840	Arginine methyltransferase 8 (Art8) encodes a histone methyltransferase involved in methylation of both histone H3-R2 and arginine. [Date last reviewed: 2019-08-01]	2L	11011086	11009821	-1	Arginine methyltransferase 8	Art8
CG16840	Arginine methyltransferase 8 (Art8) encodes a histone methyltransferase involved in methylation of both histone H3-R2 and arginine. [Date last reviewed: 2019-08-01]	2L	11011086	11009821	-1	Arginine methyltransferase 8	Art8
CG3365	-	2L	851071	833584	-1	drongo	drongo
CG3365	-	2L	851071	833584	-1	drongo	drongo
CG4212	Rab14 (Rab14) encodes a protein involved in phagocytosis, phagolysosome assembly and phagosome maturation. [Date last reviewed: 2019-08-01]	2L	14358764	14355145	1	Rab14	Rab14
CG4212	Rab14 (Rab14) encodes a protein involved in phagocytosis, phagolysosome assembly and phagosome maturation. [Date last reviewed: 2019-08-01]	2L	14358764	14355145	1	Rab14	Rab14
CG4215	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	14366840	14362069	1	spellchecker1	spel1
CG4215	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	14366840	14362069	1	spellchecker1	spel1
CG4214	Syntaxin 5 (Syx5) encodes a type II transmembrane protein in the Q-SNARE family that forms hetero tetramers required for membrane function in the early secretory pathway (ER and Golgi). It has been involved in cytokinesis during spermatogenesis. [Date last reviewed: 2019-03-14]	2L	16309274	16307346	1	Syntaxin 5	Syx5
CG4214	Syntaxin 5 (Syx5) encodes a type II transmembrane protein in the Q-SNARE family that forms hetero tetramers required for membrane function in the early secretory pathway (ER and Golgi). It has been involved in cytokinesis during spermatogenesis. [Date last reviewed: 2019-03-14]	2L	16309274	16307346	1	Syntaxin 5	Syx5
CG9934	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	13019434	13013276	-1	Ubiquitination factor E4B	Ube4B
CG9934	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	13019434	13013276	-1	Ubiquitination factor E4B	Ube4B
CG4233	Glutamate oxaloacetate transaminase 2 (Got2) encodes an L-aspartate:2-oxoglutarate aminotransferase involved in glutamate biosynthesis, which in turn regulates postsynaptic receptor field size. [Date last reviewed: 2019-09-12]	2L	1987758	1984512	-1	Glutamate oxaloacetate transaminase 2	Got2
CG4233	Glutamate oxaloacetate transaminase 2 (Got2) encodes an L-aspartate:2-oxoglutarate aminotransferase involved in glutamate biosynthesis, which in turn regulates postsynaptic receptor field size. [Date last reviewed: 2019-09-12]	2L	1987758	1984512	-1	Glutamate oxaloacetate transaminase 2	Got2
CG6415	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	10704930	10703621	1	-	CG6415
CG6412	mitochondrial translation elongation factor Ts (mEFTs) encodes a protein predicted to function within mitochondria to recharge the products of mEFTu1 and mEFTu2 with GTP during the elongation phase of mRNA translation. [Date last reviewed: 2019-03-14]	2L	17501106	17499268	-1	mitochondrial translation elongation factor Ts	mEFTs
CG6412	mitochondrial translation elongation factor Ts (mEFTs) encodes a protein predicted to function within mitochondria to recharge the products of mEFTu1 and mEFTu2 with GTP during the elongation phase of mRNA translation. [Date last reviewed: 2019-03-14]	2L	17501106	17499268	-1	mitochondrial translation elongation factor Ts	mEFTs
CG11188	Apoptosis antagonizing transcription factor (Aatf) encodes a transcription factor that is a target of the kinases encoded by tefu and lok. It is involved in the control of the cell cycle, DNA damage response, and regulation of apoptosis. [Date last reviewed: 2018-11-15]	2L	6719389	6717625	1	Apoptosis antagonizing transcription factor	Aatf
CG11188	Apoptosis antagonizing transcription factor (Aatf) encodes a transcription factor that is a target of the kinases encoded by tefu and lok. It is involved in the control of the cell cycle, DNA damage response, and regulation of apoptosis. [Date last reviewed: 2018-11-15]	2L	6719389	6717625	1	Apoptosis antagonizing transcription factor	Aatf
CG10268	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	19580351	19579093	-1	Phosphomevalonate kinase	Pmvk
CG10268	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	19580351	19579093	-1	Phosphomevalonate kinase	Pmvk
CG13778	Menin 1 (Mnn1) encodes a protein that regulates the response of several stresses including hypoxia, hyperosmolarity, heat shock, and oxidative stress. It is important during the mitotic G1 DNA damage checkpoint in a process mediated by the product of CHES-1-like. [Date last reviewed: 2019-03-14]	2L	7063586	7056301	1	Menin 1	Mnn1
CG13778	Menin 1 (Mnn1) encodes a protein that regulates the response of several stresses including hypoxia, hyperosmolarity, heat shock, and oxidative stress. It is important during the mitotic G1 DNA damage checkpoint in a process mediated by the product of CHES-1-like. [Date last reviewed: 2019-03-14]	2L	7063586	7056301	1	Menin 1	Mnn1
CG13775	-	2L	6956950	6954357	-1	-	CG13775
CG3338	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	4386062	4382925	-1	Vacuolar protein sorting 53	Vps53
CG3338	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	4386062	4382925	-1	Vacuolar protein sorting 53	Vps53
CG10262	-	2L	19583990	19582823	-1	Proliferating cell nuclear antigen 2	PCNA2
CG10262	-	2L	19583990	19582823	-1	Proliferating cell nuclear antigen 2	PCNA2
CG16812	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	13224545	13222587	1	-	CG16812
CG2478	-	2L	20656178	20650755	-1	brunelleschi	brun
CG2478	-	2L	20656178	20650755	-1	brunelleschi	brun
CG3326	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	3319872	3316794	-1	Fidgetin	Fign
CG3326	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	3319872	3316794	-1	Fidgetin	Fign
CG5041	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	1150677	1149445	-1	Transcription factor B4	Tfb4
CG5041	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	1150677	1149445	-1	Transcription factor B4	Tfb4
CG8552	Phosphatidic Acid Phospholipase A1 (PAPLA1) encodes a protein required for the endoplasmic reticulum to Golgi trafficking of a family of G-protein coupled receptors. [Date last reviewed: 2019-03-14]	2L	8159638	8134247	-1	Phosphatidic Acid Phospholipase A1	PAPLA1
CG8552	Phosphatidic Acid Phospholipase A1 (PAPLA1) encodes a protein required for the endoplasmic reticulum to Golgi trafficking of a family of G-protein coupled receptors. [Date last reviewed: 2019-03-14]	2L	8159638	8134247	-1	Phosphatidic Acid Phospholipase A1	PAPLA1
CG8552	-	-	-	-	-	-	Dsim\GD23509
CG8552	-	-	-	-	-	-	Dsim\CG8552
CG9883	Early boundary activity 2 (Elba2) encodes a chromatin boundary factor involved in the regulation of chromatin silencing. [Date last reviewed: 2019-09-12]	2L	2579179	2577687	1	Early boundary activity 2	Elba2
CG9883	Early boundary activity 2 (Elba2) encodes a chromatin boundary factor involved in the regulation of chromatin silencing. [Date last reviewed: 2019-09-12]	2L	2579179	2577687	1	Early boundary activity 2	Elba2
CG5034	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	10339185	10333734	1	GATAd	GATAd
CG5034	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	10339185	10333734	1	GATAd	GATAd
CG5037	-	2L	10333129	10331471	1	Cytochrome c oxidase assembly factor 10	Cox10
CG5037	-	2L	10333129	10331471	1	Cytochrome c oxidase assembly factor 10	Cox10
CG5037	-	-	-	-	-	-	Dpse\GA18613
CG9870	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	2384747	2383202	1	Phosphatidylinositol glycan anchor biosynthesis class W a	PIG-Wa
CG9870	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	2384747	2383202	1	Phosphatidylinositol glycan anchor biosynthesis class W a	PIG-Wa
CG4185	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	15008538	15007813	1	Negative Cofactor 2beta	NC2beta
CG4185	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	15008538	15007813	1	Negative Cofactor 2beta	NC2beta
CG4185	-	-	-	-	-	-	Dere\GG25136
CG4185	-	-	-	-	-	-	Dsim\GD23986
CG4185	-	-	-	-	-	-	Dyak\GE19055
CG4184	Mediator complex subunit 15 (MED15) encodes a subunit of the mediator complex required for regulating RNA polymerase II transcripts. Mediator complex subunits function as Notch signaling modulators. [Date last reviewed: 2019-03-14]	2L	476170	473013	1	Mediator complex subunit 15	MED15
CG4184	Mediator complex subunit 15 (MED15) encodes a subunit of the mediator complex required for regulating RNA polymerase II transcripts. Mediator complex subunits function as Notch signaling modulators. [Date last reviewed: 2019-03-14]	2L	476170	473013	1	Mediator complex subunit 15	MED15
CG9866	Ataxin 7 (Atxn7) encodes a component of the SAGA chromatin modifying complex, which is responsible for acetylation of histones and deubiquitination of the product of His2B at active promoters. The product of Atxn7 anchors the non-stop containing deubiquitinase module to the remainder of SAGA. Atxn7 is an essential gene for larval survival, neural development, and maintenance of neural tissues. [Date last reviewed: 2019-03-07]	2L	2380506	2375841	1	Ataxin 7	Atxn7
CG9866	Ataxin 7 (Atxn7) encodes a component of the SAGA chromatin modifying complex, which is responsible for acetylation of histones and deubiquitination of the product of His2B at active promoters. The product of Atxn7 anchors the non-stop containing deubiquitinase module to the remainder of SAGA. Atxn7 is an essential gene for larval survival, neural development, and maintenance of neural tissues. [Date last reviewed: 2019-03-07]	2L	2380506	2375841	1	Ataxin 7	Atxn7
CG6388	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	12430021	12428028	1	tRNA methyltransferase 1	Trm1
CG6388	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	12430021	12428028	1	tRNA methyltransferase 1	Trm1
CG7235	Heat shock protein 60C (Hsp60C) encodes one of the four Hsp60 family chaperone proteins. It is widely expressed and essential for embryonic viability and tracheal formation. It has essential roles in spermatogenesis and oogenesis, possibly through interaction with F-Actin. [Date last reviewed: 2019-03-07]	2L	5670838	5662849	1	Heat shock protein 60C	Hsp60C
CG7235	Heat shock protein 60C (Hsp60C) encodes one of the four Hsp60 family chaperone proteins. It is widely expressed and essential for embryonic viability and tracheal formation. It has essential roles in spermatogenesis and oogenesis, possibly through interaction with F-Actin. [Date last reviewed: 2019-03-07]	2L	5670838	5662849	1	Heat shock protein 60C	Hsp60C
